Customer Name,CRON ID,Internal Dashboard ID,Analytics Email,Analytics,Facebook,Pixel,Google,Bing,CSM,Google Ad Ops Manager,Facebook Ad Ops Manager
Orange Media Group - NWI Quality Auto Sales,nwiqualityautosalescom,,smediaanalytic@gmail.com,UA-171699954-24,769815573765849,885628698633683,,,Corbin Senchuk,,Nhoel Ditona
Orange Media Group - Oakbrook Toyota,oakbrooktoyota,602e22b5c2954e001e38c55d,smediaanalytic@gmail.com,UA-6377702-32,1496576990380259,337835306680356,,,Corbin Senchuk,,Nhoel Ditona
Orange Media Group - Orland Toyota,orlandtoyotacom,,smediaanalytic@gmail.com,UA-185710316-99,476589980187364,1846391242046715,,,Corbin Senchuk,,
Orange Media Group - Rohrman Toyota,rohrmantoyota,602e24a6c2954e001e38c9eb,smediaanalytic@gmail.com,UA-6377702-16,541479669653908,527918281039864,,,Corbin Senchuk,,Nhoel Ditona
Orange Media Group - Schaumberg Honda,schaumburghondaautos,602e23f2c2954e001e38c848,smediaanalytic@gmail.com,UA-6377702-29,597597727308247,492861631156036,,,Corbin Senchuk,,Nhoel Ditona
Orange Media Group - Schaumberg Kia,schaumburgkia,602e22b0c2954e001e38c551,smediaanalytic@gmail.com,UA-6377702-33,1496575113713780,916729465169125,582-562-7241,,Corbin Senchuk,,
Orange Media Group - Schaumberg Lincoln,schaumburglincoln,602e229cc2954e001e38c521,smediaanalytic@gmail.com,UA-6377702-36,1496444863726805,273870729769186,,,Corbin Senchuk,,
Orange Media Group - Schaumburg Ford,bobrohrmanschaumburgford,602e23fcc2954e001e38c860,smediaanalytic@gmail.com,UA-6377702-39,289334864965923,254512591806989,,,Corbin Senchuk,,Nhoel Ditona
Orange Media Group - Schimmer Chevy Buick,schimmergmcom,602e29eec2954e001e38d5c5,smediaanalytic2@gmail.com,UA-58522479-1,472755403265779,333346790929555,,,Corbin Senchuk,,Nhoel Ditona
Orange Media Group - Schimmer Ford of Peru,schimmerfordcom,602e29f3c2954e001e38d5ce,smediaanalytic2@gmail.com,UA-63405506-1,239251190458174,721238538697138,,,Corbin Senchuk,,
Orange Media Group - Schimmer Hyundai,schimmerhyundaicom,602e29fbc2954e001e38d5e0,smediaanalytic2@gmail.com,UA-62747606-1,1138055333223307,202765721015319,,,Corbin(Partnerships),,Nhoel Ditona
Orange Media Group - Something Splendid,somethingsplendidcocom,,smediaanalytic@gmail.com,UA-190651803-26,241014014418625,,,,Corbin Senchuk,,
Orillia Hyundai,orilliahyundaicom,,,,,,,,,,
Orillia Motor Sports,orilliamotorsportscom,,,,,,,,,,
Ottobot Motors,ottobotmotorscom,602e2ab3c2954e001e38d775,smediaanalytic@gmail.com,UA-171699954-9,321589962200692,925409191286572,,,Kaleah Baker,Umer Khan,Arnel Ditona
"Overdrive USA
",overdrive_usacom,602e2a1ac2954e001e38d628,smediaanalytic@gmail.com,UA-161444828-39,3225045070924674,652319262304130,893-150-7184,156003878,Ryan Yuhasz,,Arnel Ditona
Pacific Motors,pacificmotors,602e24bac2954e001e38ca19,smediaanalytic@gmail.com,UA-130939443-6,591572761273729,279065939462182,238-183-3315,,Kaleah Baker,,Esperanza San Jose
Parker Johnstones Wilsonville Honda,wilsonvillehonda,602e27fec2954e001e38d186,smediaanalytic@gmail.com,UA-148906878-27,950600302097829,764416401071512,,,Kaleah Baker,,Kryzelle Campus
Parkland Dodge,parklanddodgecom,,,UA-179984697-41        ,,,,,,,
Parksville Boathouse LTD,parksvilleboathouse,602e27ebc2954e001e38d158,smediaanalytic@gmail.com,UA-148906878-13,232968201199956,1430993910430438,507-835-9284,,Grant Criddle,,Esperanza San Jose
Pat Milliken Ford,patmillikenford,,,"UA-50961154-2	",,,,,,,
Peace Country Toyota,peacecountrytoyotaca,602e28d2c2954e001e38d349,smediaanalytic@gmail.com,UA-156597236-31,2493882630870070,245032376484774,,,Devin Howell-Shiplack,,Kryzelle Campus
Penticton Toyota,pentictontoyota,602e2245c2954e001e38c448,smediawebmastertool@gmail.com,UA-81637209-27,1182198088484819,200382573745833,,,Kaleah Baker,,Esperanza San Jose
Perfection Academy,perfectiononacademycom,,,UA-171699954-19,2228784220590484,1316900665339072,204-838-1146,,,,
Perfection Honda,perfectionhondacom,602e2a34c2954e001e38d662,smediaanalytic@gmail.com,UA-165690643-43,653026951947736,2505477932886091,556-026-3656,,Ryan Yuhasz,,
Performance CDJR of Centerville,performancechryslerjeepcentervillecom,,,"UA-179984697-93	",,,,,,,
Performance Dodge Jeep,performancedodgejeepcom,,smediaanalytic@gmail.com,UA-185710316-41,1939974182800936,433228584667168,,,Devin Howell-Shiplack,,
Performance Ford Bountiful,performancefordbountiful,602e224fc2954e001e38c460,smediawebmastertool@gmail.com,UA-91021639-25        ,673516446756784,2579846585565147,239-770-7843,,,,
Performance Ford Truckland,performancefordtrucklandcom,,smediaanalytic@gmail.com,UA-179984697-31,452389309486971,838336620240899,356-784-1045,,Grant Criddle,Umer Khan,Esperanza San Jose
Performance Honda AutoFlyte,performancehondastorecom,,smediaanalytic@gmail.com,UA-179984697-88,,,,,Devin Howell-Shiplack,Umer Khan,Kryzelle Campus
Performance Honda Bountiful,performancehondautah,602e2254c2954e001e38c46d,smediawebmastertool@gmail.com,UA-91021639-24        ,1071810226517759,2896466910443943,588-065-7546,156002888,Corbin Senchuk,,
Performance Lincoln Bountiful ,performancelincolnbountiful,602e269fc2954e001e38ce78,smediaanalytic@gmail.com,UA-122092463-28        ,901593956927407,143274733784912,997-771-1111,156002908,Devin Howell-Shiplack,Umer Khan,Kryzelle Campus
Performance Toyota AutoFlyte,performancetoyotastorecom,,smediaanalytic@gmail.com,UA-179984697-89,,,,,Devin Howell-Shiplack,Umer Khan,Kryzelle Campus
Pine Tree Ford,pinetreeford,602e240fc2954e001e38c88a,smediawebmastertool@gmail.com,UA-50679423-3        ,2180879532180698,278026056254282,334-158-7923,,Corbin Senchuk,,
Pine Tree Lincoln Woodbridge,pinetreelincolnwoodbridge,602e2428c2954e001e38c8c5,smediaanalytic@gmail.com,UA-124252380-20,2916617468418921,2549098281968677,249-967-3278,,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Planet Honda,planethonda,602e23e3c2954e001e38c827,smediawebmastertool@gmail.com,UA-17440322-1        ,2523557047670133,1041579432669700,699-511-7333,,Devin Howell-Shiplack,Homi Khan,
Planet Hyundai,planethyundai,602e2259c2954e001e38c47a,smediawebmastertool@gmail.com,UA-19112555-1        ,1112600785444550,238126339916645,,,Devin Howell-Shiplack,Homi Khan,Arnel Ditona
Platinum Autosport,platinumautosportcom,602e2aebc2954e001e38d7ee,smediaanalytic@gmail.com,UA-171699954-33,915495212295624,605283443748267,227-738-2531,,Devin Howell-Shiplack,,Arnel Ditona
Platinum Volkswagen,platinumvwcom,,smediaanalytic@gmail.com,UA-169324917-49,569941717243506,599733464009122,,,Kaleah Baker,,Esperanza San Jose
Power Kia,powerkiacom,,,"UA-161444828-21	",,2656523884615235,819-231-3656,,,,
Preston Cadillac,prestoncadillaclangleycom,,,UA-127273656-51,738492426800366,765761456941774,860-920-8642,,,,
Preston GM,prestongm,,marshalsmedia@gmail.com,UA-136517812-1,958813970823233,148181625542526,868-572-4419,,Kaleah Baker,,Esperanza San Jose
Prince George Ford - Ad Account,,,,,1119133604948244,,,,,,
Priority Hyundai,priorityhyundai,602e26f1c2954e001e38cf2f,smediaanalytic@gmail.com,UA-143782155-30,390450901848396,445263592769157,,,Ryan Yuhasz,Umer Khan,Arnel Ditona
Priority Toyota,prioritytoyotaspringfield,5fb6c41f94138d001dfde52d,smediaanalytic@gmail.com,UA-118985773-39,268618933796082,370109653539756,,,Devin Howell-Shiplack,,
Provincial Chrysler,provincialchrysler,,smediaanalytic@gmail.com,UA-68642508-1,978353678869262,1079526612068124,504-774-5373,,Devin Howell-Shiplack,,Kryzelle Campus
Purchase Ford Lincoln,purchaseford,,smediawebmastertool@gmail.com,UA-91021639-12,1280809005290393,193937841090512,645-420-2264,,Ryan Yuhasz,Homi Khan,
Quill Plains Chevrolet Buick GMC Ltd.,quillplains,602e216bc2954e001e38c226,smediawebmastertool@gmail.com,UA-100014029-18,1411645552206737,458159371201886,492-987-2005,,Erin Richmond,Umer Khan,Nhoel Ditona
Ray Skillman Westside Auto Mall,rayskillmanautomall,602e2556c2954e001e38cb90,smediawebmastertool@gmail.com,UA-137578896-3,355624381784141,420963311830539,,,Kaleah Baker,Umer Khan,Esperanza San Jose
Red Hoagland Hyundai,redhoaglandcom,,,UA-190651803-85,132912228818743,481108928926942,,,,,
Regester Chevrolet,regesterchevrolet,602e27b3c2954e001e38d0dd,smediaanalytic@gmail.com,UA-146366686-47,621610971578704,501977770361523,569-979-6088,,Kaleah Baker,,Esperanza San Jose
Regina & District Food Bank,reginafoodbank,,,,,,913-801-2610,,Ryan Yuhasz,Homi Khan,Nhoel Ditona
Regina Motor Products,reginamotorproducts,602e260bc2954e001e38cd34,smediaanalytic@gmail.com,UA-34610423-1        ,656911418055454,2235141739864874,598-843-4331,149396885,,Homi Khan,
Reliable Motors,reliablemotors,5fb6c26f94138d001dfde4cf,smediawebmastertool@gmail.com,UA-81637209-14,1151327578238537,1208028575915885,551-971-2056,,Devin Howell-Shiplack,Umer Khan,Arnel Ditona
Revolution Kia,revolutionkia,602e2494c2954e001e38c9bd,smediaanalytic@gmail.com,UA-127273656-30,191560475085059,252012445475166,323-379-7891,156003053,Kaleah Baker,,Esperanza San Jose
Revolution Mazda,revolutionmazda,602e2498c2954e001e38c9c8,smediaanalytic@gmail.com,UA-127273656-29,1546959275449111,207449340154287,979-921-0156,156003054,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Ride Time Digital,fastridetimeca,602e2a11c2954e001e38d613,smediaanalytic@gmail.com,UA-161444828-36        ,2304037796590775,302558290631322,249-096-4301,,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Ridgehill Ford,ridgehillfordcom,,,"UA-185710316-74	",165238141866490,177725277482494,825-108-0374,,,,
Rivershore Ram Chrysler Dodge,rivershorechrysler,,smediawebmastertool@gmail.com,UA-122092463-25,1248024908691218,2182052765216137,774-051-3798,156002890,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Riverside Buick GMC Prescott,riversideofprescott,,smediawebmastertool@gmail.com,UA-99965108-1,1402882206416405,1266207713501579,100-285-7366,,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Riverside Chevrolet Buick GMC Ltd,riversidegmbrockville,,smediawebmastertool@gmail.com,UA-102160559-1,1418428174861808,480362468970743,163-702-2372,156002989,Erin Richmond,Umer Khan,Arnel Ditona
Rock Country GM,rockcountrygm,5fc87c1baec401001d0dbb6c,smediawebmastertool@gmail.com,UA-113480963-29,1643820355655921,1542639802498437,402-168-6552,,Erin Richmond,Umer Khan,Arnel Ditona
Rockys Harley Davidson,rockys_harley,,smediaanalytic@gmail.com,UA-107851543-1,583664365477910,2469266549764189,,156002953,Erin Richmond,Umer Khan,Arnel Ditona
Ron Sayers Chrysler Jeep Dodge,ronsayerschryslerjeepdodge,,smediaanalytic@gmail.com,UA-148906878-37,408011453170612,821284965048242,,,Devin Howell-Shiplack,,Kryzelle Campus
Rose City Ford,rosecityford,,,"UA-151218577-21	",594065861380321,2437621366509667,,,,,
Rosetown Mainline Motor Products,mainlinemotors,,marshalsmedia@gmail.com,UA-51293223-1,958810304156933,900090870099211,300-354-9504,156002884,Curtis Paradis,,Nhoel Ditona
Rosman RV,,,,,,,771-031-6925,,,,
Roy Foss Cadillac Chevrolet Buick GMC,royfosswoodbridge,,marshalsmedia@gmail.com,UA-66041715-1,958815637489733,1486652101643857,374-204-6959,156003042,Devin Howell-Shiplack,Homi Khan,
Roy Foss Cadillac Chevrolet Buick GMC 2,,,,,,,,,Corbin Senchuk,,
Roy Foss Thornhill,royfossthornhill,602e154dc2954e001e37837e,smediawebmastertool@gmail.com,UA-98085854-1,1350464421658184,1432955963423241,465-415-5001,,Devin Howell-Shiplack,Umer Khan,Arnel Ditona
Roy Foss Thornhill Cadillac,royfosscadillacthornhillcom,,,UA-190651803-44,447682036494280,2202135429821984,,,,,
Roy Nichols Motors,roynicholsmotors,602e25afc2954e001e38cc5c,marshalsmedia@gmail.com,UA-70613531-1        ,970430642994899,654096021399923,486-972-8604,,Kaleah Baker,Umer Khan,Esperanza San Jose
Royal Chevrolet Cadillac,royalchev,602e25c6c2954e001e38cc94,smediaanalytic@gmail.com,UA-137985131-43,1323843454455783,1369025783249367,,,Kaleah Baker,,Esperanza San Jose
Rusty Wallace Nissan,rustywallacenissancom,602e288fc2954e001e38d2bb,marshalsmedia@gmail.com,UA-171699954-64        ,164705761422940,614704076009611,,,Devin Howell-Shiplack,,Kryzelle Campus
RV Superstore,rvsuperstoresaskatooncom,602e28bfc2954e001e38d31d,smediaanalytic@gmail.com,UA-167380325-42,2728837950721039,278190543330034,,,Grant Criddle,,Esperanza San Jose
"Sam Wamplers Freedom Ford
",samsfreedomfordcom,602e2ac1c2954e001e38d794,smediaanalytic@gmail.com,UA-171699954-14,359573918370474,688728425050571,558-893-7276,,Ryan Yuhasz,,Nhoel Ditona
Saskatchewan SPCA ,sspca,,,UA-107116176-25,210324113129450,276898009521682,,,,,
Saskatoon Motor Products,smpchev,,marshalsmedia@gmail.com,UA-12553365-1,1737087769857347,637754046363503,,,,,
Saskatoon SPCA ,saskatoonspca,,,"UA-113480963-30	",282475229323652,684855832400047,,,,,
saskhouses.com,saskhouses,,,UA-96122244-25,,1649226742037841,231-171-3982,,,,
Sawyers Chevrolet,sawyerschevy,602e218ac2954e001e38c26c,smediawebmastertool@gmail.com,UA-96122244-21,1342940099077283,1516725391680554,405-598-3335,,Kaleah Baker,Homi Khan,Esperanza San Jose
Scarboro Mazda,scarboromazda,,marshalsmedia@gmail.com,UA-42553815-38,1065896466781649,120856945005737,827-353-9876,,Kaleah Baker,,Esperanza San Jose
Scarborough Toyota,scarboroughtoyota,602e236cc2954e001e38c71c,smediawebmastertool@gmail.com,UA-25273590-1        ,,,,,Ryan Yuhasz,Umer Khan,
Schwieters Ford of Montevideo,schwietersfordcom,602e2b7dc2954e001e38d919,smediaanalytic@gmail.com,UA-179984697-40,1096388740798385,351888866031029,,,Devin Howell-Shiplack,Homi Khan,Esperanza San Jose
Seattle Mini,seattlemini,602e22fec2954e001e38c608,smediawebmastertool@gmail.com,UA-109667713-1,1531745150196776,259467807913868,106-797-6270,,Ryan Yuhasz,,Nhoel Ditona
Seeger Toyota,seegertoyota,602e22cac2954e001e38c58e,smediawebmastertool@gmail.com,UA-91021639-16,1280804568624170,201902196955020,,,Devin Howell-Shiplack,,Esperanza San Jose
Select iCar,selecticarcom,602e2b33c2954e001e38d883,smediaanalytic@gmail.com,UA-171699954-89,339671760705293,4023301521047545,,,Ryan Yuhasz,,
Sherwood Buick GMC,sherwoodbuick,602e2384c2954e001e38c752,smediaanalytic@gmail.com,UA-28995074-1        ,304145750521146,2202135429821984,,156003002,Kaleah Baker,,Esperanza San Jose
Sherwood Ford,sherwoodfordca,,,"UA-185710316-65	",164604012099080,1390824910984495,,,,,
Sherwood Park Chevrolet,sherwoodparkchev,602e231fc2954e001e38c658,coaganalytics@gmail.com,UA-12013815-2,2201828183257591,547219722477166,,,Devin Howell-Shiplack,,Esperanza San Jose
Sherwood Park Toyota,,,smediawebmastertool@gmail.com,UA-113342254-5,1752713624860514,628242378051498,,,Devin Howell-Shiplack,,Esperanza San Jose
Sherwood Park VW,sherwoodpark_vwca,,,UA-171699954-72        ,,,,,,,
Sill-TerHar Ford,sill_terharmotorscom,602e2898c2954e001e38d2cd,marshalsmedia@gmail.com,UA-154745040-20,,,,,Devin Howell-Shiplack,,
Sill-TerHar Mazda,sthmazdacom,602e2964c2954e001e38d495,smediaanalytic@gmail.com,UA-157545294-42,,,,,Erin Richmond,,
Sill-TerHar Motors,sthmotorscom,602e289dc2954e001e38d2d6,marshalsmedia@gmail.com,UA-154745040-19,,,,,Erin Richmond,,
Sill-TerHar Volvo,sthvolvocarscom,602e296ac2954e001e38d49e,smediaanalytic@gmail.com,UA-157545294-43,676745519718694,628242378051498,,,Devin Howell-Shiplack,,
Siman Auto Sales,simanautosales,602e24e1c2954e001e38ca76,smediaanalytic@gmail.com,UA-130939443-25,,369784130469954,242-034-0354,,Erin Richmond,,
Siman Auto Sales,simanautosales,602e24e1c2954e001e38ca76,smediaanalytic@gmail.com,UA-130939443-25,521498531673843,369784130469954,242-034-0354,,Kaleah Baker,,
SMP RV,smprvca,,,"UA-169324917-45	",1065111923992265,3.41857E+15,,,,,
South Trail Nissan,southtrailnissanca,602e286ac2954e001e38d271,smediaanalytic@gmail.com,UA-151218577-38,475422413102403,2453886778211915,469-035-5393,156003300,Kaleah Baker,Umer Khan,Esperanza San Jose
Southside Chevrolet,southsidechev,5fc87beaaec401001d0dbb46,smediawebmastertool@gmail.com,UA-84033827-1,1127962057241756,140068633113891,579-288-1433,,Devin Howell-Shiplack,,
Southside Mitsubishi,southsidemitsubishicom,,,"UA-190651803-15	",147462597238550,879946572170129,,,,,
SouthTowne Auto Group - SouthTowne Motors,southtownechevroletcom,,,"UA-179984697-72	",221333362689124,208937423936748,,,,,
Spex By Ryan,,,,,,,897-186-5314,,,,
St James VW,stjamesvw,,,UA-107116176-19        ,,,,,,,
Stan King Chevrolet,stankinggmsuperstore,602e2790c2954e001e38d08f,smediaanalytic@gmail.com,UA-146366686-31,755276221559455,391100648245532,,,,Homi Khan,
Steele GMC Buick,steelegmcbuick,602e2595c2954e001e38cc1f,smediaanalytic@gmail.com,UA-137985131-31,445457046262254,352041048759352,,,Ryan Yuhasz,,Nhoel Ditona
Stephen Wade Nissan,stephenwadenissancom,602e2861c2954e001e38d25d,smediaanalytic@gmail.com,UA-151218577-35,525208891537648,773597346465928,,,Ryan Yuhasz,,
Stephen Wade Toyota,stephenwadetoyota,602e254bc2954e001e38cb79,smediaanalytic@gmail.com,UA-134636584-32,2181900445227992,2148955972082365,,,Devin Howell-Shiplack,,Kryzelle Campus
Stetson Auto Group - Stetson GM,stetsongmcom,,,"UA-185710316-43	",475370320164106,220255992345727,,,,,
Struthers Bros,struthersbros,,smediaanalytic@gmail.com,UA-91021639-27,1296674153703878,272685856500719,,,Devin Howell-Shiplack,,Kryzelle Campus
Subaru of Corvallis,subaruofcorvalliscom,,,"UA-190651803-1	",722097428410298,932748400424441,,,,,
Sukhi Bath Motors,sukhibathmotors,602e2710c2954e001e38cf70,smediaanalytic@gmail.com,UA-143782155-46,,,,,Devin Howell-Shiplack,,Kryzelle Campus
Sullivan Motor Products,sullivangm,602e2194c2954e001e38c286,marshalsmedia@gmail.com,UA-72810919-1,1077108848993744,223694974690712,641-908-1085,,,,
Sun Valley Honda,sunvalleyhondacom,602e29b7c2954e001e38d54e,smediaanalytic@gmail.com,UA-159081726-29,288066878828347,2494425790661287,,,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Sunbelt Ford of Cordele,sunbeltcordelecom,602e2a3dc2954e001e38d677,smediaanalytic@gmail.com,UA-165690643-44,605932366700845,253921362481321,,,Kaleah Baker,,Esperanza San Jose
Sunburst Auto Sales Center,sunburstautosales,602e2564c2954e001e38cbb0,smediaanalytic@gmail.com,UA-134636584-44,319538908685510,433275130579599,541-253-2942,,Kaleah Baker,,Esperanza San Jose
Sunrise Ford,sunriseford,602e23c5c2954e001e38c7e8,smediaanalytic@gmail.com,UA-118985773-4,675690769429660,2162593713976241,,,Kaleah Baker,,Esperanza San Jose
Sunset Country Ford,sunsetcountryfordcom,602e2886c2954e001e38d2a8,marshalsmedia@gmail.com,UA-154745040-11,,,,,Ryan Yuhasz,,Nhoel Ditona
Superior Hyundai,superiorhyundaica,602e2b3dc2954e001e38d897,smediaanalytic@gmail.com,UA-171699954-92        ,436415797335797,324429635320042,329-898-8748,,Ryan Yuhasz,Homi Khan,Nhoel Ditona
Symdon Chevrolet of Mount Horeb,symdonchevycom,,,"UA-185710316-49	",922485535215266,2606467412978001,,,,,
T and T Honda,tandthonda,602e2506c2954e001e38cace,smediaanalytic@gmail.com,UA-134636584-1,985341235005114,332706277368990,,,Grant Criddle,,
Tackpoint LP,,,smediawebmastertool@gmail.com,UA-125840978-1,,,,,Grant Criddle,,Kryzelle Campus
Tamiami Hyundai,tamiamihyundai,602e25eac2954e001e38cce8,smediaanalytic@gmail.com,UA-140422192-14,425530408233623,2271426603110668,,,,Homi Khan,
Taylor Auto Mall,taylorautomall,602e2647c2954e001e38cdbe,smediaanalytic@gmail.com,UA-48991897-1        ,823000284832958,240736530252847,353-094-0748,156003552,Grant Criddle,,Esperanza San Jose
Taylor Cadillac,taylorcadillacca,,,"UA-190651803-43	",216304093612937,547219722477166,427-404-7550,,,,
Terrace Totem Ford Sales,terracetotemford,,,UA-81637209-35,1198959116808716,207453286368335,,,Ryan Yuhasz,Homi Khan,Nhoel Ditona
Teton Toyota,tetontoyota,602e26f6c2954e001e38cf39,smediaanalytic@gmail.com,UA-143782155-35,348703486079415,1937522579682236,,,Grant Criddle,,Esperanza San Jose
Teton Volkswagen,tetonvw,602e26fcc2954e001e38cf44,smediaanalytic@gmail.com,UA-143782155-36,475201423299692,2295268284023231,,,Ryan Yuhasz,,Nhoel Ditona
The Honda Way,hondaway,,smediaanalytic@gmail.com,UA-151218577-20,409004119982186,505219846787546,471-138-0194,,Ryan Yuhasz,,Nhoel Ditona
Thompson Ford Sales,thompsonford,602e25b8c2954e001e38cc74,smediaanalytic@gmail.com,UA-137985131-38,365293217415433,700793513709997,,,Ryan Yuhasz,Homi Khan,
Tilbury Chrysler,tilburychryslercom,,,,,,,,,,
Tilleman Motor Co - GMC,tillemanmotorcom,,smediaanalytic@gmail.com,UA-156597236-19,2732928363464957,1428155640694942,119-794-4893,,Ryan Yuhasz,,Nhoel Ditona
Tilleman Motor Company - Hi-Line Dodge,hi_linedodgecom,602e28c4c2954e001e38d329,smediaanalytic@gmail.com,UA-156597236-18,2933334910044038,116009586451220,103-482-1013,,Kaleah Baker,Homi Khan,Esperanza San Jose
Titan Automotive Group,titanauto,,marshalsmedia@gmail.com,UA-11910051-1,838782926159672,889332754442651,888-503-2132,,Kaleah Baker,Homi Khan,Esperanza San Jose
Tony Graham Lexus,tonygrahamlexuscom,602e2afdc2954e001e38d815,smediaanalytic@gmail.com,UA-171699954-49,4577576208980655,697399531156313,,,Devin Howell-Shiplack,Homi Khan,Kryzelle Campus
Top Notch Marine,topnotchmarinecom,,,,,,,,,,
"Township Chevrolet Buick GMC LTD
",townshipchev,,smediaanalytic@gmail.com,UA-137985131-28,724240581325704,328577327837416,,,,,
Toyota Bountiful,toyotabountiful,602e224ac2954e001e38c453,smediawebmastertool@gmail.com,UA-91021639-19,156713945556538,509874979677310,345-074-3462,156002889,Ryan Yuhasz,,Nhoel Ditona
Toyota of Corvallis,toyotaofcorvalliscom,,,"UA-190651803-2	",476430440404795,362032428011944,,,,,
Toyota of Irving,toyotaofirving,602e26d5c2954e001e38cef3,smediaanalytic@gmail.com,UA-30287048-3,263438127550245,216938433066994,,,Regan Hinchcliffe,Umer Khan,Kryzelle Campus
Toyota of Wichita Falls,toyotaofwfcom,602e287cc2954e001e38d293,smediaanalytic@gmail.com,UA-151218577-46,,,,,Ryan Yuhasz,,Nhoel Ditona
Trailers 247,trailers247,602e27cbc2954e001e38d10a,smediaanalytic@gmail.com,UA-148906878-6,723983071437236,1027629540901980,,,,,
Tri Mac Toyota,trimactoyota,602e2269c2954e001e38c4a4,marshalsmedia@gmail.com,UA-42553815-34,1062016200503009,503944703129973,,,,,
Tri-State Ford,tri_stateford,,smediaanalytic@gmail.com,UA-137985131-6,,,,,Kaleah Baker,,Kryzelle Campus
Truck Finders,truckfindersca,602e2858c2954e001e38d24c,smediaanalytic@gmail.com,UA-151218577-34,,,,,,,
Ulmer Chevrolet Cadillac,ulmerchev,602e27a9c2954e001e38d0c6,smediaanalytic@gmail.com,UA-146366686-37,445602906048457,522722654964181,,,,,
VA Cars Inc,vacarsinccom,602e28e5c2954e001e38d373,smediaanalytic@gmail.com,UA-156597236-38,544437392837591,125696228716524,711-607-5247,,Ryan Yuhasz,,
VA Cars West Broad,vacarswestbroadcom,602e28e1c2954e001e38d369,smediaanalytic@gmail.com,UA-156597236-36,181627706417914,3053209428023957,139-532-1060,,Grant Criddle,Homi Khan,Esperanza San Jose
VI Honda,vihonda,602e283ec2954e001e38d215,smediaanalytic@gmail.com,UA-151218577-19,497809990853278,2621353321285089,,,Grant Criddle,Homi Khan,Esperanza San Jose
Viking Motors GM Chevrolet Buick GMC,vikingmotors,,smediaanalytic@gmail.com,UA-143782155-23,588124081715814,481374605988904,,,Devin Howell-Shiplack,,Kryzelle Campus
Volkswagen Boise,volkswagenofboisecom,602e2a16c2954e001e38d61f,smediaanalytic@gmail.com,UA-161444828-40,1503466746500438,2625491507704706,,,Ryan Yuhasz,,Nhoel Ditona
Volvo of Bend,volvoofbendcom,,,"UA-190651803-23	",,,,,,,
"Wagner Motorsports
",wagnermotorsportcom,602e28bac2954e001e38d312,smediaanalytic@gmail.com,UA-156597236-20,771322920054111,1107833402894182,,,Devin Howell-Shiplack,,Kryzelle Campus
Warner Industries,warnerindustries,602e226ec2954e001e38c4b0,smediawebmastertool@gmail.com,UA-97730167-1,1342934069077886,1923556584549104,441-306-3081,,Devin Howell-Shiplack,,
Watrous Mainline Motor Products,watrousmainline,,smediaanalytic@gmail.com,UA-130939443-40,376701949784266,776785986041226,605-857-8737,,Kaleah Baker,,
West Shore Marine,westshoremarine,602e2665c2954e001e38ce02,smediaanalytic@gmail.com,UA-141626127-20,200969850782806,2500644419954331,,,Devin Howell-Shiplack,,Kryzelle Campus
Western Auto Imports,westernautoimports,602e248fc2954e001e38c9b4,smediaanalytic@gmail.com,UA-127273656-31,330948694369987,491952514642107,395-448-1250,,Devin Howell-Shiplack,,Kryzelle Campus
Western RV Country,westernrvcountry,602e2795c2954e001e38d09a,smediaanalytic@gmail.com,UA-146366686-32,2377049312364345,436630536976638,,,Devin Howell-Shiplack,Homi Khan,
Western Used Vehicles,westernused,602e2414c2954e001e38c896,smediaanalytic@gmail.com,UA-45425230-1        ,2179420509050020,344647722973352,,,Ryan Yuhasz,,Nhoel Ditona
Westside Sales Ltd,westsidesales,602e24bfc2954e001e38ca26,smediaanalytic@gmail.com,UA-130939443-8,317315362446641,2201171113430147,,,Kaleah Baker,,Esperanza San Jose
Wheaton Chevrolet,wheatonchev,,smediaanalytic@gmail.com,UA-30099535-1,1039343589600701,1149512135208363,374-632-8788,156003548,Kaleah Baker,,Kryzelle Campus
Wheaton GMC Buick Cadillac LTD,wheatonsaskatoon,602e22d2c2954e001e38c5a1,smediawebmastertool@gmail.com,UA-104745206-12,548927088941964,1867177140057263,614-413-6327,,Grant Criddle,Umer Khan,Arnel Ditona
Wheaton Honda,wheatonhonda,602e23aac2954e001e38c7a5,smediawebmastertool@gmail.com,UA-113342254-23,263437744646502,655428811926521,586-868-6842,,Grant Criddle,Homi Khan,Esperanza San Jose
Wheaton Saskatoon Cadillac,cadillacsaskatooncom,,smediaanalytic@gmail.com,UA-190651803-17,241358244293449,145178262754675,655-017-6549,,Erin Richmond,,
White Bear Lincoln,whitebearlincoln,602e232dc2954e001e38c67d,smediawebmastertool@gmail.com,UA-111241337-4,1561806357190655,821681468035933,244-552-9144,156003276,Grant Criddle,,Arnel Ditona
White's Canyon Ford,whitescanyonford,602e231ac2954e001e38c64d,smediawebmastertool@gmail.com,UA-109667713-27,1545169075521050,1867012313326493,,,Ryan Yuhasz,,Nhoel Ditona
